University,University-Country,Exchange-Course-Code,Exchange-Course-Title,HKU-Faculty,HKU-Course-Code,HKU-Course-Title
University of Georgia,USA,ARHI3077,Latin American Modern Art,SOH,TGCR9000,Global Citizenship for Social Sciences
University of Georgia,USA,ECON2106,Principle of Microeconomics ,HKUBS,ECON1210,Introductory microeconomics
University of Georgia,USA,EPSY2130,Exploring Learning and Teaching,PSYC,PSYC2035,Introduction to educational psychology
University of Georgia,USA,EPSY4061,Motivational Foundations for Education,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Georgia,USA,HDFS2950,Introduction to Child Development,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Georgia,USA,JOUR5320,Journalism Ethics and Diversity,JMSC,TJMS9000,Unmapped advanced course for Journalism and Media Studies
University of Georgia,USA,JRLC 5490,U.S. Media History,JMSC,TGCR9000,Global Citizenship for Social Sciences
University of Georgia,USA,PSYC3230,Abnormal Psychology ,PSYC,PSCY2062,?Introduction to psychopathology
University of Georgia,USA,PSYC3230,Abnormal Psychology,PSYC,PSYC2062,Introduction to psychopathology
University of Georgia,USA,SOCI3000,Sociology in Film,SOCI,TGCR9000,Global Citizenship for Social Sciences
University of Georgia,USA,SOCI3100,Medical Sociology ,SOCI,TGCR9000,Global Citizenship for Social Sciences
University of Georgia,USA,SOCI3270,Personality and Social Structure,SOCI,TGCR9000,Global Citizenship for Social Sciences
University of Georgia,USA,SOCI3290,Gender and Work,SOCI,TSOC9000,Unmapped advanced course for Sociology
University of Georgia,USA,SOCI3360,Cultural Diversity in Families ,SOCI,TGCR9000,Global Citizenship for Social Sciences
University of Georgia,USA,SOCI3810,Criminology,SOCI,TSOC9000,Unmapped advanced course for Sociology
University of Hawaii,USA,ANTH152,Culture and Humanity,SOCI,SOCI1003,Introduction to anthropology
University of Hawaii,USA,ART107,Introduction to Photography,JMSC,TJMS9001,Unmapped introductory course for Journalism and Media Studies
University of Hawaii,USA,BIOL350,Sex Differences in the Life Cycle,SOCI,TSOC9000,Unmapped advanced course for Sociology
University of Hawaii,USA,JPN301,Japanese 301,SMLC,TGCR9000,Global Citizenship for Social Sciences
University of Hawaii,USA,OCN102,Introduction to the Environment and Sustainability,GEOG,TGEO9001,Unmapped introductory course for Geography
University of Hawaii,USA,SOC231,Introduction to Juvenile Delinquency,SWSA,TGCR9000,Global Citizenship for Social Sciences
University of Hawaii,USA,SOC335,Drugs and Society ,SOCI,SOCI2078,Drug control in comparative perspective
University of Hawaii,USA,SOC356,Chinese Society and Culture,SOCI,SOCI2003,Contemporary Chinese society
University of Hawaii,USA,TIM101,Introduction to Travel Industry Management,GEOG,TGEO9001,Unmapped introductory course for Geography
University of Hawaii,USA,WGSS176,"History of Gender, Sex and Sexuality in Global Perspective, 1500 CE to the Present",SOH,TFSS9000,Unmapped advanced course for Social Sciences
University of Illinois at Urbanna-Champaign,USA,ACE240,Personal Financial Planning,HKUBS,TGCR9000,Global Citizenship for Social Sciences
University of Illinois at Urbanna-Champaign,USA,ANSC207,Companion Animal Biology & Care,BIOL,TFSS9001,Unmapped introductory course for Social Sciences
University of Illinois at Urbanna-Champaign,USA,ANTH165,Lang & Culture Native North Amer ,SOCI,TSOC9000,Unmapped advanced course for Sociology
University of Illinois at Urbanna-Champaign,USA,ANTH230,Sociocultural anthropology,SOCI,TGCR9000,Global Citizenship for Social Sciences
University of Illinois at Urbanna-Champaign,USA,CMN211,Business Communication,HKUBS,TGCR9000,Global Citizenship for Social Sciences
University of Illinois at Urbanna-Champaign,USA,ECON102,Microeconomic Principles,HKUBS,ECON1210,Introductory microeconomics
University of Illinois at Urbanna-Champaign,USA,EPSY201,Educational psychology,PSYC,PSYC2035,Introduction to educational psychology
University of Illinois at Urbanna-Champaign,USA,EPSY201 ,Educational Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Illinois at Urbanna-Champaign,USA,HDFS225,Close Relationships,SWSA,SOWK2099,"Separation, divorce and remarriage"
University of Illinois at Urbanna-Champaign,USA,HFDS426,Family Conflict Management,SWSA,SOWK3307,Working with families
University of Illinois at Urbanna-Champaign,USA,KIN249,Sport & Modern Society,SOCI,TGCR9000,Global Citizenship for Social Sciences
University of Illinois at Urbanna-Champaign,USA,NRES101,Wildlife Conserv 21st Century,BIOL,TFSS9000,Unmapped advanced course for Social Sciences
University of Illinois at Urbanna-Champaign,USA,PS318,Interests Groups & Social Movements Political Science ,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
University of Illinois at Urbanna-Champaign,USA,PS399,Politics of International Treaties,POLI,TPOL9000,Unmapped advanced course for Politics and Public Administration
University of Illinois at Urbanna-Champaign,USA,PSYC201,Introduction to Social Psychology,PSYC,PSYC2020,Fundamentals of social psychology
University of Illinois at Urbanna-Champaign,USA,PSYC204,Intro to Brain and Cognition,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Illinois at Urbanna-Champaign,USA,PSYC210,Behavioral Neuroscience,PSYC,PSYC2022,Biological psychology
University of Illinois at Urbanna-Champaign,USA,PSYC216,Child Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Illinois at Urbanna-Champaign,USA,PSYC224,Cognitive Psychology,PSYC,PSYC2007,Cognitive psychology
University of Illinois at Urbanna-Champaign,USA,PSYC230,Perception and Sensory Processes,PSYC,PSYC2051,Perception
University of Illinois at Urbanna-Champaign,USA,PSYC238,Psychopathology & Problems in Living,PSYC,PSYC2062,Introduction to psychopathology
University of Illinois at Urbanna-Champaign,USA,PSYC245,Industrial Organizational Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Illinois at Urbanna-Champaign,USA,PSYC248,Psychology of Learning and Memory,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Illinois at Urbanna-Champaign,USA,PSYC250,Psychology of Personality,PSYC,PSYC2019,Psychology of personality
University of Illinois at Urbanna-Champaign,USA,PSYC328,Psychology of Gender,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Illinois at Urbanna-Champaign,USA,PSYC353,Social Cognition,PSYC,TPSY9000,Unmapped advanced course for Psychology
University of Illinois at Urbanna-Champaign,USA,PSYC361,The Psychology of Aging,PSYC,TPSY9000,Unmapped advanced course for Psychology
University of Illinois at Urbanna-Champaign,USA,PSYC365,"Stress, Trauma and Resilience",SWSA,SOWK3097,"Trauma, resilience, and growth"
University of Illinois at Urbanna-Champaign,USA,RST351,Cultural Aspects of Tourism,GEOG,TGCR9000,Global Citizenship for Social Sciences
University of Illinois at Urbanna-Champaign,USA,SOC270,Population Issues,SOCI,TGCR9000,Global Citizenship for Social Sciences
University of Illinois at Urbanna-Champaign,USA,SOC275,Criminology,SOCI,TGCR9000,Global Citizenship for Social Sciences
University of Illinois at Urbanna-Champaign,USA,SOC380,Social Research Methods ,SOCI,TGCR9000,Global Citizenship for Social Sciences
University of Kansas,USA,AAAS320,African Biodiversity and African Biodiversity Science,SMLC,TGCR9000,Global Citizenship for Social Sciences
University of Kansas,USA,ABSC100,Introduction to Applied Behavioral Science ,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Kansas,USA,AECR151,Level 5 Reading/Writing/Grammar ,FOSS,TGCR9000,Global Citizenship for Social Sciences
University of Kansas,USA,AMS344,Case Study in American Studies: American Gun Culture,SOCI,TSOC9000,Unmapped advanced course for Sociology
University of Kansas,USA,EPSY210,Career and Life Planning,SWSA,SOWK3060,Career skills training
University of Kansas,USA,EPSY210,Career and Life Planning,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Kansas,USA,MGMT310,Organizational Behaviours,HKUBS,MGMT3405,Organizational behaviour
University of Kansas,USA,POLS110,Introduction to U.S. Politics,POLI,POLI3044,American democracy
University of Kansas,USA,POLS170,Introduction of International Politics,POLI,POLI2106,Introduction to international relations
University of Kansas,USA,POLS370,Contemporary Issues in International Politics,POLI,TGCR9000,Global Citizenship for Social Sciences
University of Kansas,USA,PSYC120 ,Personality,PSYC,PSYC2019,Psychology of personality
University of Kansas,USA,PSYC318,Cognitive Psychology,PSYC,PSYC2007,Cognitive psychology
University of Kansas,USA,PSYC318,Cognitive Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Kansas,USA,PSYC350,Abnormal Psychology,PSYC,PSYC2062,Introduction to psychopathology
University of Kansas,USA,PSYC350,Abnormal Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Kansas,USA,PSYC360,Social Psychology ,PSYC,PSYC2020,Fundamentals of social psychology
University of Kansas,USA,PSYC375,Cognitive Neuroscience,PSYC,PSYC2022,Biological psychology
University of Kansas,USA,PSYC375,Cognitive Neuroscience,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Kansas,USA,PSYC412,Introduction Motivation&Emotion,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Kansas,USA,PSYC545,Culture and Psychology,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Kansas,USA,SOC110,American Identities,SOCI,TGCR9000,Global Citizenship for Social Sciences
University of Kansas,USA,SOC450,Gender and Society,SOCI,TSOC9000,Unmapped advanced course for Sociology
University of Maryland,USA,BMGT452,Marketing Research Methods,HKUBS,MKTG3502,Marketing research
University of Maryland,USA,CCJS100,Introduction to Criminal Justice,SOCI,TGCR9000,Global Citizenship for Social Sciences
University of Maryland,USA,COMM498R,Risk Communication,JMSC,TGCR9000,Global Citizenship for Social Sciences
University of Maryland,USA,JOUR289P,"Scandal:  Exposing Corruption, Injustice, and Vice in America",JMSC,TJMS9000,Unmapped advanced course for Journalism and Media Studies
University of Maryland,USA,JOUR350,Multimedia Presentation,JMSC,TJMS9000,Unmapped advanced course for Journalism and Media Studies
University of Maryland,USA,JOUR479C,Understanding the Economy and Business,JMSC,TJMS9000,Unmapped advanced course for Journalism and Media Studies
University of Maryland,USA,PSYC341,Introduction to Memory & Cognition,PSYC,PSYC2007,Cognitive psychology
University of Maryland,USA,PSYC353,Adult Psychopathology ,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of Maryland,USA,SOCY227,Introduction to the Study of Deviance,SOCI,TGCR9000,Global Citizenship for Social Sciences
University of Maryland,USA,SOCY230,Sociological Social Psychology,SOCI,TGCR9000,Global Citizenship for Social Sciences
University of Maryland,USA,STAT100,Elementary Statistics and Probability,STAT,STAT1603,Introductory statistics
University of Missouri-Columbia,USA,CMP_SC 2830,"Introduction to the Internet, WWW, and Multimedia Systems",COMP,COMP3322,Modern Technologies on World Wide Web
University of Missouri-Columbia,USA,CMP_SC 4610,Computer Graphics I,COMP,COMP3271,Computer graphics
University of Missouri-Columbia,USA,JOURN 4432,Advanced Data Journalism,JMSC,TGCR9000,Global Citizenship for Social Sciences
University of Missouri-Columbia,USA,JOURN 4436,Investigative Reporting,JMSC,TGCR9000,Global Citizenship for Social Sciences
University of North Carolina at Chapel Hill,USA,AMST101,The Emergence of Modern America,SMLC,TGCR9000,Global Citizenship for Social Sciences
University of North Carolina at Chapel Hill,USA,COMM224,Introduction to Gender and Communication,PSYC,TGCR9000,Global Citizenship for Social Sciences
University of North Carolina at Chapel Hill,USA,ECON400 ,Introduction to Statistics and Econometrics,HKUBS,ECON2280,Introductory econometrics
University of North Carolina at Chapel Hill,USA,ENGL144,Popular Genre,ENGL,TFSS9001,Unmapped introductory course for Social Sciences
University of North Carolina at Chapel Hill,USA,ENGL281,Literature and Media,ENGL,TGCR9000,Global Citizenship for Social Sciences
University of North Carolina at Chapel Hill,USA,INLS509,Information Retrieval,HKUBS,IIMT3666,Current topics in information systems
University of North Carolina at Chapel Hill,USA,JOMC180,Beginning Photojournalism,JMSC,JMSC2007,Introduction to photography
University of North Carolina at Chapel Hill,USA,JOMC252,Audio Journalism,JMSC,TJMS9000,Unmapped advanced course for Journalism and Media Studies
University of North Carolina at Chapel Hill,USA,JOMC446,Global Communication and Comparative Journalism,JMSC,TGCR9000,Global Citizenship for Social Sciences
University of North Carolina at Chapel Hill,USA,MASC101,The Marine Environment,BIOL,BIOL3301,Marine biology
University of North Carolina at Chapel Hill,USA,MEJO121,Introduction to Digital Storytelling ,JMSC,TGCR9000,Global Citizenship for Social Sciences
University of North Carolina at Chapel Hill,USA,MEJO137,Principles of Advertising and Public Relations,JMSC,TGCR9000,Global Citizenship for Social Sciences
University of North Carolina at Chapel Hill,USA,MEJO137,Principles of Advertising and Public Relations,JMSC,TJMS9000,Unmapped advanced course for Journalism and Media Studies
University of North Carolina at Chapel Hill,USA,MEJO137,Principles of Advertising and Public Relations,JMSC,TJMS9000,Unmapped advanced course for Journalism and Media Studies
